x,y
2,3.744118064932908
2,4.1623766349588704
2,3.8956546838596116
2,4.295009539295422
2,3.773523080796998
2,5.2706851957479275
2,6.237694280732026
2,4.563312073272125
2,4.013968994952473
2,4.347106733574984
2,3.0051323612534535
2,3.8221952656700893
2,4.903617230871177
2,4.718389521872396
2,5.4568524269963605
2,3.9062754431276137
2,6.05404149062502
3,5.682506872382606
3,4.8779397077197615
3,5.750594800411189
3,6.5357328286444005
3,5.997810370727026
3,4.633288686671828
3,4.147502211201372
3,4.695750926076884
3,3.7252239786775228
3,1.738804292087496
3,4.49664457746072
3,5.330431994331361
3,3.7488137664912022
3,4.299338701788968
3,6.085670903650567
3,5.425734669903078
3,2.661472724410684
3,2.771949669745751
3,6.526205608946672
3,4.682341648963323
3,7.1345927661550865
3,4.908265131776515
3,5.644889744073697
3,4.861145246579152
3,4.183744057349747
3,5.838887339462099
3,6.61608408888567
3,2.9801121113431233
3,3.3519089706310154
3,3.2569398381573333
3,6.219880316336802
3,3.395008907436174
3,5.104008069470086
3,4.9405692809537385
3,6.022129944388316
3,5.052630482126623
3,3.5947908824453316
3,6.4798996174713865
3,4.413892321332521
3,4.516703104389349
3,4.910940073512762
3,4.062034957116189
3,4.97687927176758
3,5.671062608471843
3,5.114666115452031
3,5.591525369699821
3,5.1414442104875135
3,6.588014335672628
3,6.137897112545293
3,4.612711871438145
4,3.959445161722061
4,5.436310168051698
4,5.412476321501606
4,7.012189272735657
4,6.379677455877263
4,4.268208037935009
4,3.793128359347734
4,6.705390866838806
4,4.656657455790048
4,4.806795580242092
4,4.466246792672077
4,7.72430150502392
4,4.819347756573624
4,6.979198933940896
4,4.732511482653213
4,4.389247964542537
4,5.092485349767728
4,4.970517597687181
4,6.719858975084961
4,5.991390291412914
4,3.403885860960238
4,3.0151779578732816
4,6.014869349984325
4,2.3867266191476046
4,5.002609942916193
4,5.136535538628266
4,6.265007929213655
4,5.140026922035166
4,6.183299889186449
4,4.362406554047658
4,5.565200354471301
4,5.86708192893078
4,4.410308265455057
4,4.241849560236475
4,5.734117885581844
4,4.463029728958153
4,6.470834333601511
4,4.170105083755514
4,4.465331514494134
4,4.978945650876257
4,4.5826739919055965
4,4.38495216153572
4,5.3616668612580405
4,4.297729011915158
4,5.602114067963788
4,5.449326809776504
4,5.6635659210674145
4,5.250769323747355
4,3.7578123016773146
4,2.451998856282631
5,4.62461486619922
5,5.516756846951992
5,3.4534692888061223
5,7.298034486786678
5,5.85457540805649
5,5.391055875117623
5,6.7221324614640885
5,5.292047512044896
5,6.34620451169799
5,6.54037819616236
5,5.447448083344324
5,6.341854265119831
5,4.455972604137362
5,5.87258650224585
5,3.0706635151535524
5,3.8634455543740827
5,3.539401226979572
5,3.5670142393680013
5,5.88045149069739
5,4.110011194198907
5,3.65646385823443
5,4.129841722335805
5,6.981283002682105
5,4.6075155935763155
5,5.048702740063932
5,5.447233577743076
5,6.470947449411853
5,4.406163987775536
5,5.016943802717024
5,2.5814628437714227
5,4.314955668288747
5,3.4784164509287754
5,4.995185610226328
5,4.6116729190858
5,4.736422004999758
5,4.934775204908779
5,4.635636181625645
5,4.3246738379217655
5,5.907919002691897
5,6.222748272158816
5,3.694925850171462
5,3.7355126174559254
5,5.318212814759454
5,6.647990450386693
5,4.701532160323713
5,4.941733310421823
5,4.147202116635615
5,5.945212764411058
5,4.285635455229842
5,5.378424867278359
6,5.814209495640509
6,5.627582380826419
6,6.205261873334785
6,5.26585605648163
6,5.560573778720185
6,4.96873535274596
6,5.928696938039314
6,4.076929363181063
6,3.6801861517271677
6,4.399852514154702
6,4.882512788305676
6,5.086174031485975
6,4.60534400465581
6,5.8295730432053325
6,5.781846261167803
6,4.871599559956167
6,3.05694031902351
6,5.935617672696862
6,4.609403217445539
6,6.391478971330852
6,4.916999465189819
6,5.392502922719539
6,4.178980990969725
6,4.816701510303818
6,4.50843797490068
6,4.374525042260062
6,4.665683181611358
6,6.387370996691078
6,5.862235250074687
6,6.193104300054405
6,5.228289531173182
6,4.423944964242719
6,5.930975095945482
6,5.586626585673528
6,5.213582719040907
6,2.0989097916919173
6,5.3071649575478865
6,6.020926379141219
6,4.952109246562843
6,4.70877426027455
6,4.6899172550315145
6,6.202847755035766
6,5.87117234399593
6,7.109992568392271
6,3.233057371393324
6,4.483173146726232
6,4.459533902655056
6,5.781506880881234
6,6.937925910963679
6,5.6086362332350115
7,4.085614697907198
7,5.207179854442773
7,4.403952138817218
7,5.238655417654957
7,6.7102802018297
7,5.097654297492028
7,5.0695387259184175
7,6.128065037177505
7,5.049985246212776
7,4.01654614454554
7,3.4606549024836637
7,6.540316692062974
7,6.309777735164341
7,3.5626465056275816
7,5.439018870873578
7,3.94162154405102
7,5.341458263905795
7,4.5958095624698165
7,4.777156519650578
7,6.237832875166785
7,4.187460774599314
7,5.048181220659684
7,4.555310362363404
7,3.6158236530233934
7,5.3339393249316185
7,5.73351548980128
7,4.590117205285374
7,2.837096256002729
7,5.039937285581673
7,4.993055050713985
7,6.463665614704048
7,4.953807472067389
7,6.148806629473045
7,2.4561707645504485
7,4.623158423675337
7,3.6209643597912287
7,4.5540023192113726
7,4.16669650582656
7,7.654559517452526
7,4.071789282779706
7,5.331676237107146
7,2.221165367452867
7,4.578562336204506
7,5.1215437865759785
7,5.330355211988316
7,6.510158324539678
7,5.78863945647193
7,5.311668543652837
7,5.312542948093819
7,3.6164344799564287
8,5.4573295221910945
8,5.845531188811897
8,4.769059331093665
8,4.2762385615473635
8,5.874370193910217
8,6.372403771532155
8,5.8816477155454265
8,4.225397929328602
8,6.301669739792333
8,5.863392211513445
8,4.902330638755778
8,5.081470340763049
8,6.268888485847421
8,5.804191576607856
8,3.5895902640983035
8,4.583333263189085
8,5.386414344784631
8,5.35686975543161
8,5.279894547088306
8,6.497400110134783
8,7.391626892005631
8,5.300866342774261
8,5.877634985431557
8,5.446087791882986
8,5.740130371511167
8,3.757551751125126
8,5.038040738188565
8,5.665207882371079
8,5.571523827972615
8,5.55099382207671
8,7.0788476985525195
8,5.9736702895712845
8,4.755880296150493
8,5.174929462483027
8,4.961482040899584
8,6.392081773956737
8,1.1631610933823127
8,6.006085799946659
8,3.337325818094851
8,4.980253519285789
8,5.858813947190986
8,3.478321386411346
8,6.396302319710911
8,7.361540380298136
8,5.12882539247556
8,7.1503518227892355
8,6.1276693246325085
8,4.4280192494079955
8,6.246265761960009
8,5.306938009765044
9,6.31606852724345
9,7.435173799148403
9,5.288268939904471
9,6.92944827718006
9,7.242919994363539
9,4.774064819167602
9,5.067390559723914
9,3.3608830202589637
9,4.5768565388063225
9,6.937269801009364
9,6.554226710675264
9,4.546061838031816
9,5.253968803441599
9,4.181536866900628
9,5.4157052007307085
9,4.954856370685089
9,6.5752055461101815
9,4.738428526965549
9,5.510968080719488
9,4.781148643865554
9,6.473094111222471
9,6.492462457195047
9,6.166392876755088
9,7.517984177560569
9,5.010001805530336
9,6.692258765525917
9,4.1861818764304255
9,5.881197489151922
9,4.716621710825168
9,4.636817008762048
9,4.772771179642957
9,5.596564660439756
9,4.829183909454592
9,3.5742994644688415
9,5.9188535355790854
9,4.009010301447787
9,4.949456917495659
9,4.775869876198483
9,5.430979778635281
9,2.5888511281052264
9,5.378797781222591
9,6.334004885951719
9,3.8833310067688096
9,3.3667552919029076
9,5.956822249711077
9,6.375865458555154
9,5.840404775993776
9,3.516878147727435
9,6.073196832651041
9,3.557756579317333
10,3.793828777106029
10,3.37735213915781
10,6.08829906453008
10,5.649800751482818
10,5.211786939420625
10,3.4044241566235938
10,4.971091673013381
10,4.434506260648823
10,3.694463035346353
10,4.046083346926395
10,5.4579168718801
10,5.416875811134897
10,5.817957214850959
10,4.897135731849519
10,5.8285719676727
10,6.73048700729626
10,5.081334991359873
10,4.445313320413627
10,6.584259337871367
10,5.386304490559743
10,6.345554122660025
10,6.629049329975034
10,6.879737794524968
10,4.641192721673727
10,5.563348412963632
10,5.061967444374893
10,4.62604209207652
10,6.204343017590173
10,4.16198730537642
10,6.511559594547909
10,3.9555395346967974
10,7.190059782902582
10,4.431505898374749
10,5.334910001223413
10,5.8632650731202585
10,5.345418849511247
10,3.826819726031463
10,6.32477540727744
10,5.6845267300701305
10,3.8985164097349183
10,4.522201756238503
10,6.165926497018902
10,4.8184890667990254
10,5.245110830342722
10,5.166742065165631
10,5.178188018659208
10,3.6924053593398884
10,5.475207231895709
10,5.96310390560531
10,7.731988855689362
11,3.968116468776147
11,6.357495107764385
11,5.168643765465375
11,5.124080346161112
11,6.090194787856075
11,5.7696074535779145
11,4.674751829026221
11,5.199360088110459
11,6.195560541224415
11,6.764988403026983
11,4.694053176528084
11,5.315240328287833
11,4.890478619872852
11,7.410828892164325
11,3.983587135643387
11,5.881101571606781
11,6.222597619157806
11,4.317074581335083
11,8.662411980481414
11,6.5780454947212395
11,3.352304042673003
11,6.463912382524799
11,5.299310472967582
11,6.941314270762491
11,5.555291950521661
11,6.697990303576315
11,5.454015303710539
11,3.787203302007279
11,4.972280235893549
11,5.604693165804426
11,6.173834535198913
11,7.040781440417602
11,5.696626101383667
11,4.10779599191396
11,8.11869073568801
11,5.245044205821248
11,4.387099358267212
11,5.565178285801146
11,4.771890068228105
11,3.761474268833574
11,7.064443647133586
11,3.2951106947233617
11,6.862237215878231
11,4.714715491070288
11,6.5833983502476565
11,5.087442851454768
11,6.48981710707155
11,3.849433125045385
11,5.889225971732268
11,6.264358101297183
12,6.878544901808434
12,6.113034610057228
12,5.301373799808253
12,6.503724611314906
12,5.3416242159069345
12,5.691660743530321
12,8.021813395154211
12,4.564761662627061
12,5.682405732057772
12,5.348283848462546
12,6.791490843397732
12,7.103741989015668
12,6.489679432495793
12,5.740902067715776
12,6.157424824726645
12,5.873612901811054
12,5.447376280678539
12,5.7852638428963985
12,6.331052330379621
12,2.651581900386901
12,5.994284757978815
12,6.679003048012143
12,4.538650530514868
12,8.133934884731461
12,5.526470678315503
12,5.92440994977574
12,6.173570781677538
12,6.4647777583548205
12,6.709269105786579
12,6.430980106299111
12,5.009143384476705
12,5.319733754290732
12,5.489446111341485
12,8.23619844792467
12,6.37212705870788
12,5.210656752844227
12,5.549032867873747
12,4.21512417142188
12,5.719266569481007
12,4.563073131359475
12,7.323650988474637
12,4.8949761853328555
12,4.262415095058932
12,6.77221544840727
12,4.73873484651467
12,5.582901729487717
12,4.812837903304869
12,4.55458804435946
12,7.014877298027008
12,6.48666375572245
13,6.599606149544387
13,5.512103077855632
13,6.865719239823917
13,6.401636295231041
13,6.9599879994601555
13,4.976727247605876
13,5.8271646251850715
13,5.872063752108716
13,5.335239497835968
13,6.195318041095683
13,6.647811031269429
13,6.215660983389559
13,5.640865880038268
13,4.40890994853267
13,5.077929965908149
13,5.9679893408698685
13,6.930708836885332
13,3.912452745956642
13,3.7149941402612243
13,5.670715326222991
13,5.805939960036522
13,7.133114220126983
13,6.389126511695755
13,6.731200572880006
13,4.1858621817849855
13,5.995684262598992
13,6.719047840447982
13,7.103448109261921
13,6.502842594285598
13,5.486076857221686
13,3.245854077420138
13,6.8195693723680275
13,4.528694062738293
13,5.907508942157835
13,4.62266988435266
13,6.714534066193909
13,5.659640135134303
13,8.358632826916924
13,8.235241647363269
13,7.11632918457313
13,5.207917517637479
13,6.176809579870637
13,4.693976279230495
13,6.266708029858895
13,6.802494720037648
13,5.822625295143514
13,4.36039529573494
13,5.708717807609604
13,6.430205412256263
13,5.089306217335233
14,5.431669288136073
14,4.840611667334981
14,5.175134369662914
14,7.004483772605759
14,4.875499926103394
14,6.839073137254747
14,6.096999987368573
14,5.07832696794694
14,4.596872183151013
14,4.535477828205301
14,4.900865701667901
14,6.308753372222288
14,6.426238156137749
14,5.55375217868284
14,7.274428554997007
14,5.185515789651799
14,5.471152918499551
14,6.150129249124579
14,6.637527358708788
14,7.824630248526416
14,6.125390507401416
14,7.102456779400957
14,6.327494862276922
14,5.426953553225032
14,5.696731306777146
14,5.75895992515342
14,6.622035604579076
14,6.515852386673586
14,7.544171547239938
14,3.983656501718492
14,5.142919828465301
14,4.752046344888351
14,5.404869834162719
14,6.12599850492632
14,5.076269964105979
14,5.123043933276382
14,6.286674897550416
14,3.8958063742220386
14,9.033864070230885
14,5.451795232049907
14,6.1105260236294265
14,6.258939002740213
14,6.973897008377208
14,4.337427475788156
14,4.944347252317463
14,5.515090725699243
14,4.685887831547461
14,6.414953540115863
14,5.354035957066484
14,6.385975162076344
15,6.6029519538572075
15,6.177836302484668
15,4.999584490549412
15,5.344909379242167
15,5.4424870744467615
15,8.47373956315588
15,4.384525814889679
15,5.212115085365969
15,5.726603950054045
15,6.507748823785626
15,5.528056226880403
15,5.197463027089572
15,6.2684853325848815
15,6.201388459721887
15,4.329972836171169
15,7.864311076947782
15,7.117541274640825
15,5.669793839864606
15,5.342968927007839
15,7.029223306366385
15,3.966922498781879
15,6.104330816587113
15,6.0764389161047925
15,6.530389543832196
15,5.600696881038264
15,7.295170425747673
15,5.896529872484061
15,6.815360708696393
15,4.7002125367796035
15,3.742623003092664
15,5.506571761986936
15,3.577687155355766
15,6.291307111648416
15,5.314230953534193
15,4.997926364386663
15,6.564170252456794
15,6.991044124310948
15,6.854558232432812
15,6.7801319873346735
15,4.593960625604414
15,5.803419081870503
15,5.84174690073487
15,5.441180574397049
15,6.780559662414109
15,7.375084051325904
15,7.054246448471883
15,7.288983351403976
15,6.846981317684744
15,6.734226442926157
15,5.546226650993859
16,8.553102014311378
16,6.7567122487238
16,8.574907036222504
16,4.722117449625896
16,7.709332870592
16,8.051859478304424
16,3.5048143447138234
16,5.534251954519416
16,7.057795320302498
16,5.830256362249964
16,7.228472697076911
16,6.126366376831631
16,7.865232989526532
16,7.0514207012870775
16,6.954317591817567
16,5.775766168883658
16,7.752912321782352
16,5.743709457547057
16,5.158925303638558
16,7.731387028126565
16,4.990934904984084
16,7.64646032815058
16,4.742188946611253
16,5.526286425382716
16,5.320266793902883
16,6.291071575711322
16,6.385811714918319
16,4.937093271321139
16,6.492665742219988
16,4.9697487133478235
16,6.177434075986895
16,6.070845636895916
16,6.694186562869823
16,6.6261178426491565
16,7.118155466449836
16,5.624676855217653
16,5.687089491979746
16,5.3445493570445155
16,6.395766458892101
16,7.150628464027513
16,3.452571979867413
16,4.752498327317011
16,4.296748037936658
16,4.983939860624169
16,6.400274643801919
16,5.739610572521805
16,6.5836831732400904
16,4.119483136275829
16,4.614354554155971
16,5.281975279846443
17,7.052009600295467
17,5.999934200012638
17,3.675385087530812
17,5.139276953988489
17,4.315637617090125
17,7.2106371852226205
17,6.143633277287345
17,6.065669264081621
17,6.8907200308999235
17,6.024887990052099
17,4.823210854838435
17,4.391833844824163
17,6.684020022222745
17,5.7489878748394325
17,7.359507703913039
17,6.82740561988807
17,5.700707124165495
17,5.6119760902083495
17,5.429667037633191
17,5.558527664958273
17,6.418602817240084
17,7.816028759045888
17,7.410543314540277
17,6.964837844213359
17,6.951191916760264
17,6.316811614518469
17,6.688375403173197
17,7.476067023884168
17,7.0173603794828265
17,5.249749186963111
17,6.766998123269406
17,7.092422504922128
17,7.602183206332323
17,5.775112712374918
17,5.983785599247756
17,6.842780957500097
17,5.94036963714977
17,6.849915923278572
17,5.339458380776516
17,4.146170918741676
17,5.444684326949099
17,5.956838742071332
17,5.683482654763631
17,5.8830648794477005
17,7.267718147338553
17,4.92040784588498
17,6.866636944391878
17,6.341626557743485
17,6.331068264136999
17,6.488717503013574
18,5.856069647637665
18,5.432333818607117
18,7.64209105336973
18,5.938749613836283
18,6.662681107628763
18,7.399948715617265
18,7.70533764038816
18,6.834169412841066
18,7.109074679652138
18,7.002268375544068
18,4.816884370450421
18,7.885117759169032
18,6.178163645632917
18,6.365522304254094
18,6.076248265019606
18,6.7698633500706125
18,6.22360830169902
18,5.243991780777785
18,6.538884367353722
18,7.553409689284783
18,4.4466918495087455
18,5.955597945115528
18,6.285565938918849
18,4.817586681758845
18,5.371231042265643
18,5.738766609714086
18,6.04590765289802
18,7.41124115164954
18,7.547317580127594
18,6.8730975626562465
18,4.468161559715981
18,5.844291956375653
18,6.653632429795202
18,5.326691517138475
18,6.971685884186596
18,4.089310096416017
18,7.0404662759520935
18,6.2277626582257195
18,6.555345282302287
18,6.996058989040094
18,7.145701748443937
18,7.246402288348048
18,8.095763447641582
18,6.311283888353691
18,4.674082390027686
18,5.640294709884435
18,5.6346106618038485
18,7.853380489001099
18,6.022510583464192
18,7.531426011247102
19,8.36812307255438
19,7.409459200286462
19,6.631786905708486
19,7.511210925519466
19,5.427273249306076
19,6.99595791532195
19,6.056924626353265
19,6.835279503096653
19,4.342195863595971
19,5.881368495430611
19,5.238556638367654
19,7.9653144061429995
19,6.1145427825990195
19,6.320403897999534
19,6.884035056111123
19,6.687766712743633
19,6.9663196017794995
19,7.541827758065813
19,7.601224895398398
19,5.921517972645588
19,6.628980655213821
19,6.708006788304125
19,7.026064038693135
19,5.999766761636021
19,6.20895142052842
19,7.803959638886156
19,3.9553732131434476
19,7.513513904411299
19,6.2430237991398245
19,6.099676054143339
19,5.05993894574265
19,5.928009060297881
19,7.741961881146359
19,9.27722200286991
19,6.917728731046419
19,7.701209428291459
19,7.312142331640933
19,7.115734716338025
19,5.730693329424883
19,5.026241117884322
19,8.457950975489243
19,7.723241604574008
19,6.3978725225693625
19,7.156977573387075
19,7.548746887134375
19,6.21757647880843
19,8.04816491045338
19,5.127057210509767
19,6.717841741078488
19,7.244117731616546
